vehicle_number,leave_time,train,route_number,direction,service_key,trip_number,stop_time,arrive_time,dwell,location_id,door,lift,ons,offs,estimated_load,maximum_speed,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status
3411,67185,3902,39,0,W,1120,67080,67185,0,929,2,0,0,0,0,6,69.72,0,0,7639709.34,668296.42,2,5
3411,68445,3902,39,1,W,1120,68460,68445,0,12731,2,0,0,0,0,0,73.63,0,0,7644750.66,657079.19,2,5
3034,21572,7870,78,1,W,1010,21600,21572,0,9545,2,0,4,0,4,0,13.6,0,0,7645474.87,647093.84,2,5
3034,25673,7870,78,0,W,1020,25620,25673,0,9985,2,0,8,0,7,0,27.81,0,0,7612213.77,673601.95,2,5
3034,30084,7870,78,1,W,1030,30120,30084,0,9545,2,0,1,0,1,0,41.76,0,0,7645479.95,647091.88,2,5
3034,35150,7870,78,0,W,1050,35100,35150,0,9985,2,0,3,0,3,0,55.96,0,0,7612246.12,673656.84,2,5
3034,39219,7870,78,1,W,1070,39240,39219,0,9545,2,0,1,0,1,0,69.9,0,0,7645479.65,647090.07,2,5
3034,44030,7870,78,0,W,1090,43980,44030,0,9985,2,0,2,0,2,0,84.1,0,0,7612250.53,673658.54,2,5
3034,48225,7870,78,1,W,1110,48240,48225,0,9545,2,0,1,0,1,0,98.05,0,0,7645481.19,647090.02,2,5
3034,52984,7870,78,0,W,1140,52920,52984,0,9985,2,0,0,0,0,0,112.17,0,0,7612247.14,673656.81,2,5
3034,57132,7870,78,1,W,1160,57120,57132,0,9545,2,0,0,0,0,0,126.17,0,0,7645485.17,647095.02,2,5
3034,61987,7870,78,0,W,1190,61920,61987,0,9985,2,0,0,0,0,0,140.36,0,0,7612244.17,673660.54,2,5
3034,66310,7870,78,1,W,1200,66300,66310,0,9545,2,0,0,0,0,0,154.3,0,0,7645475.35,647092.73,2,5
3242,17039,2067,20,1,W,1030,16980,17039,0,9654,2,0,1,0,1,0,3.11,0,0,7612178.93,673621.55,2,5
3242,23055,2067,20,0,W,1120,23700,23055,0,14202,2,0,1,0,1,0,29.03,0,0,7708154.93,675097.17,2,5
3242,31893,2067,20,1,W,1190,31860,31893,0,9654,2,0,2,0,2,0,54.35,0,0,7612194.81,673683.83,2,5
3242,39080,2067,20,0,W,1300,39780,39080,0,14202,2,0,1,0,1,0,80.25,0,0,7708142.78,675103.66,2,5
3242,48855,2067,20,1,W,1380,48720,48855,0,9654,2,0,2,0,2,0,105.56,0,0,7612126.31,673575.63,2,5
3242,56949,2067,20,0,W,1510,57960,56949,0,14202,2,0,0,0,0,0,131.46,0,0,7708234.84,675092.71,2,5
3242,67092,2067,20,1,W,1580,67020,67092,0,9654,2,0,1,0,1,0,156.75,0,0,7611966.18,673466.02,2,5
3303,22103,2239,23,1,W,1010,22080,22103,0,10790,0,0,0,0,0,0,7.28,0,0,7687182.37,693638.02,2,5
3303,25124,2239,22,0,W,1030,25080,25124,0,8194,2,0,2,0,1,0,12.5,0,0,7673406.49,686243.01,2,5
3303,26018,2239,22,1,W,1040,26040,26018,0,6748,0,0,0,0,0,0,16.55,0,0,7684920.46,693483.99,2,5
3303,28367,2239,23,0,W,1020,28320,28367,0,8194,2,0,0,0,0,0,22.55,0,0,7673256.09,686376.33,2,5
3303,29565,2239,23,1,W,1030,29580,29565,0,10790,2,0,0,0,0,7,27.82,0,0,7687108.96,693921.42,2,5
3303,32310,2239,22,0,W,1070,32280,32310,0,8194,2,0,0,0,0,0,33.03,0,0,7673257.4,686377.39,2,5
3303,33307,2239,22,1,W,1080,33300,33307,0,6748,2,0,0,0,0,2,37.15,0,0,7684860.11,693530.0,2,5
3303,35614,2239,23,0,W,1040,35520,35614,0,8194,2,0,1,0,1,0,43.16,0,0,7673269.84,686312.51,2,5
3303,36796,2239,23,1,W,1050,36780,36796,0,10790,0,0,0,0,0,0,48.47,0,0,7687163.74,693754.47,2,5
3303,39517,2239,22,0,W,1110,39420,39517,0,8194,2,0,2,0,2,0,53.65,0,0,7673286.89,686257.37,2,5
3303,40593,2239,22,1,W,1120,40440,40593,0,6748,0,0,0,0,1,0,57.81,0,0,7684880.81,693517.81,2,5
3303,42836,2239,23,0,W,1060,42720,42836,0,8194,2,0,1,0,1,0,63.82,0,0,7673285.82,686255.57,2,5
3303,44185,2239,23,1,W,1070,44100,44185,0,10790,2,0,0,0,0,2,69.13,0,0,7687112.75,693919.5,2,5
3303,46608,2239,22,0,W,1150,46560,46608,0,8194,2,0,0,0,0,0,74.3,0,0,7673299.73,686198.32,2,5
3303,47722,2239,22,1,W,1160,47700,47722,0,6748,0,0,0,0,1,0,78.44,0,0,7684989.86,693410.77,2,5
3303,49997,2239,23,0,W,1080,49920,49997,0,8194,2,0,1,0,1,0,84.46,0,0,7673258.71,686378.45,2,5
3303,51322,2239,23,1,W,1090,51300,51322,0,10790,2,0,1,0,2,7,89.65,0,0,7687110.04,693923.58,2,5
3058,49831,7248,72,0,W,1500,49680,49831,0,13248,0,0,0,0,0,0,7.01,0,0,7671063.87,651731.95,2,5
3058,56237,7248,72,1,W,1680,56160,56237,0,115,2,0,3,0,3,0,23.64,0,0,7637661.76,696763.37,2,5
3058,62896,7248,72,0,W,1810,62700,62896,0,13248,2,0,5,0,5,0,40.17,0,0,7671238.36,651847.83,2,5
3330,20417,605,6,1,W,1040,20400,20417,0,1026,2,0,0,0,0,2,9.6,0,0,7643963.83,716332.84,2,5
3330,23409,605,6,0,W,1050,23400,23409,0,1114,2,0,2,0,2,0,21.66,0,0,7640007.84,682427.07,2,5
3330,28027,605,6,1,W,1140,28020,28027,0,1026,2,0,2,0,2,0,33.1,0,0,7644050.7,716544.6,2,5
3330,31480,605,6,0,W,1150,31320,31480,0,1114,2,0,5,0,6,3,45.2,0,0,7640015.49,682425.41,2,5
3330,35847,605,6,1,W,1230,35820,35847,0,1026,2,0,6,0,6,0,56.63,0,0,7643961.69,716329.25,2,5
3330,39413,605,6,0,W,1240,39360,39413,0,1114,2,0,3,0,3,1,68.71,0,0,7640005.7,682423.85,2,5
3330,43877,605,6,1,W,1320,43740,43877,0,1026,2,0,4,0,4,0,80.13,0,0,7644057.69,716538.22,2,5
3330,47555,605,6,0,W,1330,47520,47555,0,1114,2,0,2,0,2,1,92.22,0,0,7640009.66,682409.15,2,5
3330,52591,605,6,1,W,1420,52500,52591,0,1026,2,0,4,0,4,0,103.66,0,0,7644043.43,716483.89,2,5
3330,56573,605,6,0,W,1460,56460,56573,0,1114,2,0,3,0,3,0,115.73,0,0,7640023.91,682433.2,2,5
3330,62278,605,6,1,W,1550,62220,62278,0,1026,2,0,5,0,5,0,127.15,0,0,7644046.51,716522.1,2,5
3330,66163,605,6,0,W,1590,66000,66163,0,1114,2,0,3,0,3,0,139.22,0,0,7640014.49,682417.04,2,5
3929,18929,7240,99,1,W,1010,18900,18929,0,14019,2,0,1,0,1,0,14.58,0,0,7668358.53,610330.83,2,5
3929,23747,7240,99,0,W,1010,23640,23747,0,9573,2,0,1,0,1,0,32.32,0,0,7644697.84,685889.66,2,5
3929,29998,7240,72,0,W,1210,29940,29998,0,13248,2,0,1,0,1,0,59.37,0,0,7671217.07,651978.95,2,5
3929,36097,7240,72,1,W,1270,36000,36097,0,115,2,0,0,0,0,0,76.04,0,0,7637637.75,696822.38,2,5
3929,42043,7240,72,0,W,1380,41940,42043,0,13248,2,0,1,0,1,0,92.55,0,0,7671216.29,651938.48,2,5
3929,59835,2436,24,0,W,1210,59580,59835,0,8194,0,0,0,0,0,0,122.41,0,0,7673425.68,686171.4,2,5
3929,63617,2436,24,1,W,1230,63600,63617,0,1113,2,0,1,0,1,0,134.1,0,0,7640521.62,682225.65,2,5
3929,69017,2436,24,0,W,1260,69000,69017,0,8194,2,0,1,0,1,0,145.99,0,0,7673257.21,686370.1,2,5
3929,73590,2436,24,1,W,1280,73560,73590,0,1113,2,0,4,0,3,0,157.79,0,0,7640579.11,682199.29,2,5
3721,53064,5538,155,0,W,1180,52800,53064,0,13248,2,0,4,0,5,1,9.54,0,0,7671165.56,651772.38,2,5
3721,54407,5538,155,1,W,1180,54120,54407,0,13888,2,0,0,0,0,4,15.01,0,0,7692309.16,648032.97,2,5
3721,56251,5538,155,0,W,1200,56160,56251,0,13248,2,0,2,0,2,1,20.52,0,0,7671237.17,651851.51,2,5
3721,57673,5538,155,1,W,1200,57540,57673,0,13888,2,0,1,0,1,4,26.0,0,0,7692310.08,648039.14,2,5
3721,60025,5538,155,0,W,1220,59880,60025,0,13248,2,0,5,0,5,0,31.52,0,0,7671233.41,651885.16,2,5
3721,61366,5538,155,1,W,1220,61260,61366,0,13888,2,0,2,0,2,2,37.0,0,0,7692310.6,648039.13,2,5
3721,63522,5538,155,0,W,1240,63420,63522,0,13248,2,0,1,0,1,0,42.52,0,0,7671233.6,651872.39,2,5
3721,64811,5538,155,1,W,1240,64800,64811,0,13888,2,0,1,0,1,3,48.0,0,0,7692309.38,648042.08,2,5
3721,67461,5538,155,0,W,1260,67320,67461,0,13248,2,0,4,0,4,0,53.51,0,0,7671233.26,651849.06,2,5
3721,68628,5538,155,1,W,1260,68580,68628,0,13888,2,0,1,0,1,2,58.99,0,0,7692313.21,648040.89,2,5
2927,23594,9473,94,1,W,1070,23520,23594,0,14108,2,0,0,0,0,3,13.39,0,0,7600520.61,625021.5,2,5
2927,52856,4368,43,1,W,1040,52080,52856,0,9650,2,0,1,0,1,2,47.84,0,0,7617405.43,659353.58,2,5
2927,55397,4368,43,0,W,1040,54960,55397,0,10491,2,0,1,0,1,1,58.67,0,0,7642761.93,679690.97,2,5
2927,59644,4368,43,1,W,1060,59580,59644,0,9650,2,0,2,0,2,0,69.3,0,0,7617351.28,659272.31,2,5
2927,62780,4368,43,0,W,1060,62760,62780,0,10491,2,0,0,0,0,0,80.12,0,0,7642755.57,679692.96,2,5
3932,49988,8740,87,0,W,1180,49800,49988,0,8194,2,0,1,0,1,1,3.06,0,0,7673300.86,686192.09,2,5
3932,52614,8740,87,1,W,1200,52620,52614,0,4522,2,0,1,0,2,2,14.53,0,0,7696062.58,670797.39,2,5
3932,57082,8740,87,0,W,1220,57000,57082,0,8194,2,0,1,0,1,0,26.17,0,0,7673258.99,686369.32,2,5
3932,60139,8740,87,1,W,1240,59820,60139,0,4522,2,0,1,0,1,1,37.63,0,0,7696059.39,670792.73,2,5
3932,64279,8740,87,0,W,1260,64200,64279,0,8194,2,0,1,0,1,0,49.53,0,0,7673312.08,686139.65,2,5
2906,47097,7677,76,0,W,1110,47040,47097,0,9985,2,0,0,0,0,0,3.51,0,0,7612172.05,673560.46,2,5
2906,51560,7677,76,1,W,1130,51540,51560,0,3868,2,0,0,0,0,0,15.61,0,0,7625976.57,631862.51,2,5
2906,56825,7677,76,0,W,1160,56760,56825,0,9985,2,0,0,0,0,0,28.04,0,0,7612178.28,673553.72,2,5
2906,61370,7677,76,1,W,1180,61320,61370,0,3868,2,0,0,0,0,0,40.14,0,0,7625980.75,631855.83,2,5
2906,66171,7677,76,0,W,1210,66060,66171,0,9985,2,0,0,0,0,0,52.55,0,0,7612176.48,673553.77,2,5
2906,70529,7677,76,1,W,1230,70500,70529,0,3868,2,0,0,0,0,0,64.63,0,0,7625980.91,631861.3,2,5
4039,27461,7516,75,1,W,1070,27420,27461,0,10697,2,0,1,0,1,1,11.81,0,0,7623043.87,713727.34,2,5
4039,34012,7516,75,0,W,1120,34020,34012,0,13482,2,0,1,0,1,0,31.69,0,0,7652798.37,655700.86,2,5
4039,41891,7516,75,1,W,1230,41940,41891,0,10697,2,0,4,0,4,0,51.63,0,0,7623013.02,713722.73,2,5
4039,49206,7516,75,0,W,1290,49080,49206,0,13482,2,0,1,0,1,0,70.98,0,0,7652804.58,655702.52,2,5
4039,57599,7516,75,1,W,1410,57480,57599,0,10697,2,0,2,0,2,0,90.38,0,0,7623015.86,713723.75,2,5
4039,65650,7516,75,0,W,1470,65640,65650,0,13482,2,0,1,0,1,0,110.26,0,0,7652794.01,655710.46,2,5
4039,74116,7516,75,1,W,1550,74100,74116,0,10697,2,0,2,0,2,0,129.68,0,0,7623014.05,713713.95,2,5
4039,79848,7516,75,0,W,1580,79980,79848,0,13482,2,0,1,0,1,0,149.04,0,0,7652811.35,655657.85,2,5
4039,86519,7516,75,1,W,1630,86520,86519,0,10697,2,0,0,0,0,0,168.47,0,0,7623103.0,713754.14,2,5
3502,21518,7517,75,0,W,1013,21420,21518,0,13482,0,0,0,0,0,0,3.14,0,0,7652797.73,655560.46,2,5
3502,28561,7517,75,1,W,1080,28320,28561,0,10697,2,0,1,0,1,0,22.36,0,0,7623020.75,713724.71,2,5
3502,35112,7517,75,0,W,1130,34920,35112,0,13482,2,0,0,0,0,0,42.05,0,0,7652800.66,655700.07,2,5
3502,42944,7517,75,1,W,1240,42840,42944,0,10697,2,0,0,0,0,0,61.79,0,0,7623015.76,713720.1,2,5
3502,50157,7517,75,0,W,1300,49980,50157,0,13482,2,0,0,0,0,0,80.93,0,0,7652795.66,655704.95,2,5
3502,58420,7517,75,1,W,1420,58380,58420,0,10697,2,0,1,0,1,0,100.15,0,0,7623015.02,713721.22,2,5
4027,33037,7504,75,1,W,1130,32820,33037,0,10697,2,0,1,0,1,1,11.75,0,0,7623138.12,713847.26,2,5
4027,39411,7504,75,0,W,1180,39360,39411,0,13482,2,0,1,0,1,0,31.42,0,0,7652800.22,655702.64,2,5
4027,47397,7504,75,1,W,1290,47340,47397,0,10697,2,0,2,0,2,0,50.7,0,0,7623131.22,713865.69,2,5
4027,54398,7504,75,0,W,1350,54360,54398,0,13482,2,0,0,0,0,0,69.81,0,0,7652792.4,655746.61,2,5
3951,19809,2235,22,1,W,1010,19800,19809,0,6748,2,0,0,0,0,1,7.0,0,0,7684853.52,693522.87,2,5
3951,21850,2235,22,0,W,1010,21720,21850,0,8194,2,0,0,0,0,0,12.99,0,0,7673312.67,686132.7,2,5
3951,22744,2235,22,1,W,1020,22680,22744,0,6748,0,0,0,0,1,0,17.1,0,0,7684898.59,693500.95,2,5
3951,24819,2235,23,0,W,1010,24720,24819,0,8194,2,0,1,0,1,0,23.07,0,0,7673310.13,686133.5,2,5
3951,25978,2235,23,1,W,1020,25980,25978,0,10790,2,0,1,0,1,4,28.33,0,0,7687076.22,693924.06,2,5
3951,28804,2235,22,0,W,1050,28740,28804,0,8194,2,0,2,0,2,0,33.51,0,0,7673309.52,686139.71,2,5
3951,29887,2235,22,1,W,1060,29760,29887,0,6748,0,0,0,0,2,0,37.71,0,0,7685024.49,693370.88,2,5
3951,31987,2235,23,0,W,1030,31920,31987,0,8194,2,0,1,0,1,0,43.67,0,0,7673301.57,686200.1,2,5
3951,33274,2235,23,1,W,1040,33180,33274,0,10790,2,0,2,0,2,2,48.93,0,0,7687082.54,693920.25,2,5
3951,35997,2235,22,0,W,1090,35880,35997,0,8194,2,0,0,0,0,0,54.11,0,0,7673313.52,686135.96,2,5
3951,37117,2235,22,1,W,1100,36900,37117,0,6748,0,0,0,0,0,0,58.23,0,0,7684891.21,693513.54,2,5
3951,39220,2235,23,0,W,1050,39120,39220,0,8194,2,0,1,0,1,0,64.19,0,0,7673312.02,686127.25,2,5
3951,40457,2235,23,1,W,1060,40500,40457,0,10790,0,0,0,0,0,0,69.56,0,0,7687170.54,693646.71,2,5
3951,43041,2235,22,0,W,1130,42960,43041,0,8194,2,0,0,0,0,0,74.69,0,0,7673312.25,686136.36,2,5
3951,44151,2235,22,1,W,1140,44100,44151,0,6748,0,0,0,0,0,0,78.86,0,0,7684833.09,693577.0,2,5
3951,46565,2235,23,0,W,1070,46380,46565,0,8194,2,0,1,0,1,0,84.84,0,0,7673309.34,686132.79,2,5
3951,48008,2235,23,1,W,1080,47760,48008,0,10790,0,0,0,0,1,0,90.17,0,0,7687149.74,693655.25,2,5
